item_number,description,category,item_link,parts_link,release_year
doc023,"Doctor - EMT Star of Life Button Shirt, White Legs, Blue Cap, Goatee",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc023,https://www.bricklink.com/catalogItemInv.asp?M=doc023,2006
cty0017,"Doctor - EMT Star of Life Button Shirt, White Legs, Blue Cap, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0017,https://www.bricklink.com/catalogItemInv.asp?M=cty0017,2006
doc022,"Doctor - EMT Star of Life Button Shirt, White Legs, Blue Helmet, Trans-Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc022,https://www.bricklink.com/catalogItemInv.asp?M=doc022,2006
doc035,"Doctor - EMT Star of Life Button Shirt, White Legs, Dark Orange Short Tousled Hair (Undetermined Eyebrows)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc035,https://www.bricklink.com/catalogItemInv.asp?M=doc035,"NA"
doc035a,"Doctor - EMT Star of Life Button Shirt, White Legs, Dark Orange Short Tousled Hair, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc035a,https://www.bricklink.com/catalogItemInv.asp?M=doc035a,2011
doc035b,"Doctor - EMT Star of Life Button Shirt, White Legs, Dark Orange Short Tousled Hair, Reddish Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc035b,https://www.bricklink.com/catalogItemInv.asp?M=doc035b,2011
doc027,"Doctor - EMT Star of Life Button Shirt, White Legs, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc027,https://www.bricklink.com/catalogItemInv.asp?M=doc027,2006
doc017,"Doctor - EMT Star of Life, Blue Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc017,https://www.bricklink.com/catalogItemInv.asp?M=doc017,1999
cty0900,"Doctor - EMT Star of Life, Medium Azure Legs, Dark Orange Female Hair Short Swept Sideways, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0900,https://www.bricklink.com/catalogItemInv.asp?M=cty0900,2018
doc019,"Doctor - EMT Star of Life, White Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc019,https://www.bricklink.com/catalogItemInv.asp?M=doc019,2005
soc057,"Doctor - EMT Star of Life, White Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=soc057,https://www.bricklink.com/catalogItemInv.asp?M=soc057,1998
doc014,"Doctor - EMT Star of Life, White Legs, Brown Male Hair, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc014,https://www.bricklink.com/catalogItemInv.asp?M=doc014,1996
twn344,"Doctor - EMT Star of Life, White Legs, Dark Orange Hair Ponytail Long with Side Bangs, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn344,https://www.bricklink.com/catalogItemInv.asp?M=twn344,2018
doc015,"Doctor - EMT Star of Life, White Legs, Red Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc015,https://www.bricklink.com/catalogItemInv.asp?M=doc015,1996
doc038,"Doctor - EMT Star of Life, White Legs, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc038,https://www.bricklink.com/catalogItemInv.asp?M=doc038,2005
doc010,"Doctor - EMT Star of Life, White Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,1994
cty0080,"Doctor - Jacket with Zipper and EMT Star of Life - White Legs, Blue Helmet, Trans-Black Visor, Glasses and Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0080,https://www.bricklink.com/catalogItemInv.asp?M=cty0080,2006
doc036,"Doctor - Lab Coat Stethoscope and Thermometer, White Legs, Reddish Brown Female Ponytail Hair, Dual Sided Head",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc036,https://www.bricklink.com/catalogItemInv.asp?M=doc036,2011
doc025,"Doctor - Lab Coat Stethoscope and Thermometer, White Legs, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc025,https://www.bricklink.com/catalogItemInv.asp?M=doc025,2006
doc021,"Doctor - Lab Coat Stethoscope and Thermometer, White Legs, Reddish Brown Male Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc021,https://www.bricklink.com/catalogItemInv.asp?M=doc021,2006
doc037,"Doctor - Lab Coat, Stethoscope and Thermometer, Dark Green Legs, Long French Braided Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc037,https://www.bricklink.com/catalogItemInv.asp?M=doc037,2016
doc024,"Doctor - Lab Coat, Stethoscope and Thermometer, White Legs, Black Male Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc024,https://www.bricklink.com/catalogItemInv.asp?M=doc024,2006
doc033,"Doctor - Lab Coat, Stethoscope and Thermometer, White Legs, Reddish Brown Female Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc033,https://www.bricklink.com/catalogItemInv.asp?M=doc033,2007
cty0319,"Doctor - Long Lab Coat over Dark Azure Shirt, Stethoscope, Black Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0319,https://www.bricklink.com/catalogItemInv.asp?M=cty0319,2012
cty0081,"Doctor - Male, Jacket with Zipper and EMT Star of Life, White Legs, Blue Helmet, Trans-Black Visor, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0081,https://www.bricklink.com/catalogItemInv.asp?M=cty0081,2006
cty1341,"Doctor - Male, White Lab Coat with Stethoscope, Medium Azure Scrubs, Light Bluish Gray Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1341,https://www.bricklink.com/catalogItemInv.asp?M=cty1341,2022
doc013s,"Doctor - Plain White with Red Cross Torso Sticker, Red Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc013s,https://www.bricklink.com/catalogItemInv.asp?M=doc013s,1978
doc028,"Doctor - Stethoscope with 4 Side Buttons, Black Legs, Glasses, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc028,https://www.bricklink.com/catalogItemInv.asp?M=doc028,2005
wc015,"Doctor - Stethoscope with 4 Side Buttons, Orange Legs, Black Flat Top Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc015,https://www.bricklink.com/catalogItemInv.asp?M=wc015,2003
cty1289,"Doctor - Stethoscope, Dark Azure Legs, Reddish Brown Hair, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1289,https://www.bricklink.com/catalogItemInv.asp?M=cty1289,2021
cty0898,"Doctor - Stethoscope, Medium Azure Legs, Dark Tan Smooth Hair, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0898,https://www.bricklink.com/catalogItemInv.asp?M=cty0898,2018
cty0899,"Doctor - Stethoscope, Medium Azure Legs, Medium Nougat Spiked Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0899,https://www.bricklink.com/catalogItemInv.asp?M=cty0899,2018
doc001b,"Doctor - Stethoscope, Red Legs, Black Pigtails Hair (Reissue)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc001b,https://www.bricklink.com/catalogItemInv.asp?M=doc001b,2010
doc001,"Doctor - Stethoscope, Red Legs, Black Pigtails Hair (Undetermined Type)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc001,https://www.bricklink.com/catalogItemInv.asp?M=doc001,"NA"
doc001a,"Doctor - Stethoscope, Red Legs, Black Pigtails Hair (Vintage)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc001a,https://www.bricklink.com/catalogItemInv.asp?M=doc001a,1980
doc016,"Doctor - Stethoscope, White Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc016,https://www.bricklink.com/catalogItemInv.asp?M=doc016,1986
doc016new,"Doctor - Stethoscope, White Legs, Black Female Hair Reissue",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc016new,https://www.bricklink.com/catalogItemInv.asp?M=doc016new,2018
doc002,"Doctor - Stethoscope, White Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc002,https://www.bricklink.com/catalogItemInv.asp?M=doc002,1987
doc030,"Doctor - Stethoscope, White Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc030,https://www.bricklink.com/catalogItemInv.asp?M=doc030,1982
doc003,"Doctor - Straight Line, Light Gray Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc003,https://www.bricklink.com/catalogItemInv.asp?M=doc003,1987
doc009,"Doctor - Straight Line, Red Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc009,https://www.bricklink.com/catalogItemInv.asp?M=doc009,1988
doc006,"Doctor - Straight Line, Red Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc006,https://www.bricklink.com/catalogItemInv.asp?M=doc006,1981
doc012,"Doctor - Straight Line, Red Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc012,https://www.bricklink.com/catalogItemInv.asp?M=doc012,1988
doc004,"Doctor - Straight Line, White Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc004,https://www.bricklink.com/catalogItemInv.asp?M=doc004,1987
doc008,"Doctor - Straight Line, White Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc008,https://www.bricklink.com/catalogItemInv.asp?M=doc008,1981
doc018,"Doctor - Straight Line, White Legs, Brown Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc018,https://www.bricklink.com/catalogItemInv.asp?M=doc018,1987
doc005,"Doctor - Straight Line, White Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc005,https://www.bricklink.com/catalogItemInv.asp?M=doc005,1985
doc011,"Doctor - Straight Line, White Legs, Red Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc011,https://www.bricklink.com/catalogItemInv.asp?M=doc011,1981
doc031,"Doctor - Straight Line, White Legs, Red Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc031,https://www.bricklink.com/catalogItemInv.asp?M=doc031,1985
doc007,"Doctor - Straight Line, White Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc007,https://www.bricklink.com/catalogItemInv.asp?M=doc007,1981
doc029,"Doctor - Straight Line, White Legs, Red Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc029,https://www.bricklink.com/catalogItemInv.asp?M=doc029,1980
twn403,Donut / Doughnut Shop Clerk,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn403,https://www.bricklink.com/catalogItemInv.asp?M=twn403,2021
cty1428,Dr. Barnaby Wylde,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1428,https://www.bricklink.com/catalogItemInv.asp?M=cty1428,2022
cty1346,Dr. Flieber,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1346,https://www.bricklink.com/catalogItemInv.asp?M=cty1346,2022
cty1345,Dr. Spetzel,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1345,https://www.bricklink.com/catalogItemInv.asp?M=cty1345,2022
cty0749,"Dragster Race Car Driver, GEAR Logo",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0749,https://www.bricklink.com/catalogItemInv.asp?M=cty0749,2017
cty0750,"Dragster Transport Truck Driver, GEAR Logo",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0750,https://www.bricklink.com/catalogItemInv.asp?M=cty0750,2017
twn333,"Driver, Stunt Show",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn333,https://www.bricklink.com/catalogItemInv.asp?M=twn333,2018
cty1029,"Drone Engineer - White Safety Jumpsuit, Red Goggles and White Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1029,https://www.bricklink.com/catalogItemInv.asp?M=cty1029,2019
cty1329,Duke DeTain - Flat Silver Race Suit,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1329,https://www.bricklink.com/catalogItemInv.asp?M=cty1329,2021
twn198,Dunk Tank Lady,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn198,https://www.bricklink.com/catalogItemInv.asp?M=twn198,2014
cty1172,"Explorer - Male, Dark Red Hooded Sweatshirt, Dark Blue Cap, Frown, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1172,https://www.bricklink.com/catalogItemInv.asp?M=cty1172,2020
cty1175,"Explorer - Male, Dark Red Hooded Sweatshirt, Sand Blue Legs, Dark Blue Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1175,https://www.bricklink.com/catalogItemInv.asp?M=cty1175,2020
ext014,Extreme Team - Blue Diver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext014,https://www.bricklink.com/catalogItemInv.asp?M=ext014,1998
ext001,"Extreme Team - Blue, Blue Flame Helmet, White Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext001,https://www.bricklink.com/catalogItemInv.asp?M=ext001,1998
ext001a,"Extreme Team - Blue, Blue Flame Helmet, White Bangs Messy Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext001a,https://www.bricklink.com/catalogItemInv.asp?M=ext001a,1998
ext002,"Extreme Team - Blue, Blue Helmet Plain, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext002,https://www.bricklink.com/catalogItemInv.asp?M=ext002,1998
ext003,Extreme Team - Gray with Dark Gray Helmet,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext003,https://www.bricklink.com/catalogItemInv.asp?M=ext003,"NA"
ext003a,Extreme Team - Gray with Dark Gray Helmet,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext003a,https://www.bricklink.com/catalogItemInv.asp?M=ext003a,1998
ext007,"Extreme Team - Green, Black Legs with Yellow Hips, Green Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext007,https://www.bricklink.com/catalogItemInv.asp?M=ext007,1998
ext018,"Extreme Team - Green, Black Legs with Yellow Hips, Green Flame Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext018,https://www.bricklink.com/catalogItemInv.asp?M=ext018,1998
ext005,"Extreme Team - Green, Black Legs with Yellow Hips, Green Flame Helmet, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext005,https://www.bricklink.com/catalogItemInv.asp?M=ext005,1998
ext006,"Extreme Team - Green, Black Legs with Yellow Hips, Green Helmet Plain",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext006,https://www.bricklink.com/catalogItemInv.asp?M=ext006,1998
ext004,"Extreme Team - Green, Dark Gray Legs, Blue Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext004,https://www.bricklink.com/catalogItemInv.asp?M=ext004,1998
ext016,"Extreme Team - Green, Green Legs, Brown Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext016,https://www.bricklink.com/catalogItemInv.asp?M=ext016,1999
ext019,"Extreme Team - Green, Green Legs, Green Helmet, Life Jacket, Trans-Dark Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext019,https://www.bricklink.com/catalogItemInv.asp?M=ext019,2000
ext010,Extreme Team - Red,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext010,https://www.bricklink.com/catalogItemInv.asp?M=ext010,1998
ext012,"Extreme Team - White, White Flame Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=ext012,https://www.bricklink.com/catalogItemInv.asp?M=ext012,1998
exx003,"Exxon - Black Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=exx003,https://www.bricklink.com/catalogItemInv.asp?M=exx003,1980
exx001,"Exxon - Blue Legs, Black Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=exx001,https://www.bricklink.com/catalogItemInv.asp?M=exx001,1980
exx002,"Exxon - Blue Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=exx002,https://www.bricklink.com/catalogItemInv.asp?M=exx002,1980
exx004s,"Exxon - Blue Legs, Red Hat (Sticker Torso)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=exx004s,https://www.bricklink.com/catalogItemInv.asp?M=exx004s,1979
cty1013,Face Painter,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1013,https://www.bricklink.com/catalogItemInv.asp?M=cty1013,2019
cty0892,"Fair Isle Sweater, Bright Light Yellow Female Hair over Shoulder, Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0892,https://www.bricklink.com/catalogItemInv.asp?M=cty0892,2018
cty1151,"Fairground Employee, Female - Bright Light Yellow Hair with High Bun, White Shirt with Stripes, Medium Azure Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1151,https://www.bricklink.com/catalogItemInv.asp?M=cty1151,2020
cty1150,"Fairground Employee, Male - Black Top Hat, Moustache, White Shirt with Stripes, Medium Azure Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1150,https://www.bricklink.com/catalogItemInv.asp?M=cty1150,2020
twn414,"Fairground Worker - Female, White Stripes and Red Bow Tie, Lime Legs, Bright Light Yellow Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn414,https://www.bricklink.com/catalogItemInv.asp?M=twn414,2021
twn413,"Fairground Worker - Male, White Stripes and Red Bow Tie, Lime Legs, Black Top Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn413,https://www.bricklink.com/catalogItemInv.asp?M=twn413,2021
cty0134,"Farm Hand, Blue Overalls, Long Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0134,https://www.bricklink.com/catalogItemInv.asp?M=cty0134,2009
cty0134a,"Farm Hand, Blue Overalls, Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0134a,https://www.bricklink.com/catalogItemInv.asp?M=cty0134a,2009
cty0135,"Farm Hand, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0135,https://www.bricklink.com/catalogItemInv.asp?M=cty0135,2009
cty0171,"Farm Hand, Female, Overalls Blue over V-Neck Shirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0171,https://www.bricklink.com/catalogItemInv.asp?M=cty0171,2010
cty0723,"Farm Hand, Female, Overalls Blue over V-Neck Shirt, Light Bluish Gray Hair with Top Knot Bun",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0723,https://www.bricklink.com/catalogItemInv.asp?M=cty0723,2016
cty0606,"Farm Hand, Female, Overalls Blue over V-Neck Shirt, Thin Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0606,https://www.bricklink.com/catalogItemInv.asp?M=cty0606,2011
