"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","age","expression","gender","expressionOne","expressionTwo","otherAttr","expressionDivOne","expressionDivTwo"
"528",536,"3626pb0699","Minifigure, Head Male White Bushy Eyebrows, Crow's Feet and Cheek Lines Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0699","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0699&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0699#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0699&ColorID=3","#f3d000","old"," Crow's Feet and Cheek Lines Pattern","male-coded","none","none","none","NA","NA"
"529",539,"3626pb0693","Minifigure, Head Red Eyes with Black Bushy Eyebrows and Open Angry Mouth Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0693","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0693&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0693#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0693&ColorID=3","#f3d000","no tag"," Head Red Eyes with Black Bushy Eyebrows and Open Angry Mouth Pattern","male-coded","none","none","none","NA","NA"
"530",540,"3626pb0696","Minifigure, Head Reddish Brown Eyebrows with Scar, Medium Nougat Cheek Lines and Chin Dimple, Open Mouth Smile with Teeth Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0696","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0696&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0696#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0696&ColorID=3","#f3d000","no tag"," Open Mouth Smile with Teeth Pattern","no tag","Smile","none","none","Happy","NA"
"531",541,"3626pb0738","Minifigure, Head Reddish Brown Eyebrows, Left Eye Wink, Lopsided Grin with Dimple Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0738","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0738&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0738#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0738&ColorID=3","#f3d000","no tag"," Lopsided Grin with Dimple Pattern","no tag","Wink","Grin","none","others","Happy"
"532",542,"3626pb0804","Minifigure, Head Reddish Brown Thick Eyebrows, Black Chin Strap, Grin Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0804","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0804&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0804#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0804&ColorID=90","#faccae","no tag"," Grin Pattern","no tag","Grin","none","Chin Strap","Happy","NA"
"533",543,"3626pb0641","Minifigure, Head Sunglasses with Single Orange Lens and Black Nose Piece, Medium Nougat Chin Dimple, Open Mouth Smile with Teeth Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0641","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0641&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0641#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0641&ColorID=3","#f3d000","no tag"," Open Mouth Smile with Teeth Pattern","no tag","Smile","none","none","Happy","NA"
"534",544,"3626pb0807","Minifigure, Head with Black Eyebrows, Upper Eyelids, Dotted Lines on Cheeks, Top Lip and Chin Dimple, Dark Brown Eye Shadow, Stern Pattern",2012,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0807","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0807&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0807#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb0807&ColorID=88","#843419","no tag"," Stern Pattern","no tag","Stern","none","none","Angry","NA"
"535",545,"3626pb0978","Minifigure, Head Beard Black, Moustache, Arched Eyebrows, White Pupils, Grim Mouth Pattern",2013,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0978","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0978&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0978#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0978&ColorID=3","#f3d000","no tag"," Grim Mouth Pattern","male-coded","none","none","none","NA","NA"
"536",546,"3626pb0901","Minifigure, Head Beard Brown Angular, White Eyes, Angry Pattern",2013,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0901","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0901&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0901#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0901&ColorID=90","#faccae","no tag"," Angry Pattern","male-coded","none","none","none","NA","NA"
"537",547,"3626pb0959","Minifigure, Head Beard Full Brown with Graying Temples and Wrinkles Pattern (Latham Cole)",2013,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0959","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0959&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0959#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0959&ColorID=90","#faccae","old"," Head Beard Full Brown with Graying Temples and Wrinkles Pattern (Latham Cole)","male-coded","none","none","none","NA","NA"
"538",548,"3626pb0922","Minifigure, Head Beard Gray and Black, Gray Eyebrows and Red Eye Dimples Pattern",2013,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0922","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0922&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0922#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0922&ColorID=3","#f3d000","no tag"," Gray Eyebrows and Red Eye Dimples Pattern","male-coded","none","none","none","NA","NA"
"539",549,"3626pb0945","Minifigure, Head Beard Gray, Bushy Eyebrows, White Pupils, Scar Pattern",2013,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0945","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0945&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0945#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0945&ColorID=90","#faccae","no tag"," Scar Pattern","male-coded","none","none","none","NA","NA"
