Image,Item No.,Description,Expression 1,Expression 2,Color,,,Young Child,Youth/Younger Adult,Older Adult,,,,,,,,,,,
,3626bpb0646,"Minifigure, Head Glasses with Silver Sunglasses with Purple Frame and Goatee Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0646,"Minifigure, Head Glasses with Silver Sunglasses with Purple Frame and Goatee Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2587,"Minifigure, Head Gold Rimmed Glasses, White Beard, Gap Tooth Smile Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1430,"Minifigure, Head LotR Gandalf Thick Gray Eyebrows, Cheek Lines and Wrinkles Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0729,"Minifigure, Head LotR Gandalf Thick Gray Eyebrows, Smile Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0285,"Minifigure, Head Male Black Eyebrows, Eyelashes, Smile, White Pupils Pattern",Smile,,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1513,"Minifigure, Head Male Blue Eye Mask Pointed with Eye Holes and Happy Pattern (Trickster)",Smile,,Light Nougat,Masked,,,1,,,,,,,,,,,,
,3626bpb0391,"Minifigure, Head Male Blue Eyes, Deep Brown Wrinkles Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0360,"Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Headset Pattern",Smile,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0282,"Minifigure, Head Male Brown Stubble, Brown Eyebrows and White Pupils Pattern (Indiana Jones)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0350,"Minifigure, Head Male Ferrari K. Raikkonen Pattern",Smile,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0262,"Minifigure, Head Male Ferrari M. Schumacher Pattern",Smile,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0261,"Minifigure, Head Male Ferrari R. Barrichello / F. Massa Pattern",Smile,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0619,"Minifigure, Head Male Gray Beard and Eyebrows, Brown Glasses Pattern (HP Ernie Prang)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0619,"Minifigure, Head Male Gray Beard and Eyebrows, Brown Glasses Pattern (HP Ernie Prang)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1161,"Minifigure, Head Male SW Dark Tan Eyebrows, White Pupils, Stubble and Age Lines Pattern (Owen Lars)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0599,"Minifigure, Head Moustache Brown, Scratches/Scars across Face Pattern (HP Professor Lupin)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0599,"Minifigure, Head Moustache Brown, Scratches/Scars across Face Pattern (HP Professor Lupin)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0281,"Minifigure, Head Moustache Bushy, Black Eyebrows, White Pupils Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0568,"Minifigure, Head PotC Scrum Brown Stubble and Goatee, Scar on Right Eye Pattern",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2102,"Minifigure, Head Reddish Brown Eyebrows with Furrowed Brows and Crow's Feet by Eyes Pattern (Alan Grant)",Smile,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1711,"Minifigure, Head White Headband and Cheek Lines, Smirk Pattern (Batman)",Smile,,Light Nougat,,,,1,1,,,,,,,,,,,
,3626bpb0059,"Minifigure, Head Male Black Eye Mask with Eye Holes and Smile Pattern (Nightwing)",Smile,Smile,Light Nougat,Masked,,,1,,,,,,,,,,,,
,3626bpb0442,"Minifigure, Head Male Brown Eyebrows, White Pupils and Brown Chin Dimple Pattern (SW Han Solo)",Smirk,,Light Nougat,,,1,1,,,,,,,,,,,,
,3626cpb0442,"Minifigure, Head Male Brown Eyebrows, White Pupils and Brown Chin Dimple Pattern (SW Han Solo)",Smirk,,Light Nougat,,,1,1,,,,,,,,,,,,
,3626bpb0276,"Minifigure, Head Male Brown Eyebrows, White Pupils, Sneer, Right Dimple Pattern",Smirk,,Light Nougat,,,,1,1,,,,,,,,,,,
,3626cpb2679,"Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Lopsided Happy / Open Mouth Smile Pattern",Smirk,Annoyed,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2684,"Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Lopsided Smirk / Confused with Raised Right Eyebrow Pattern",Smirk,Annoyed,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2500,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Neutral / Confused with Lowered Left Eyebrow Pattern",Smirk,Annoyed,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2653,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Smile with Tooth Gap / Pucker Pattern",Smirk,Annoyed,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2117,"Minifigure, Head Dual Sided Child Black Mask, Closed Smile / Happy Pattern (Dash Parr)",Smirk,Happy,Light Nougat,Masked,,1,,,,,,,,,,,,,
,3626cpb1461,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Chin Dimple with Smile / Open Mouth Smile Pattern (Sheldon Cooper)",Smirk,Happy,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2800,"Minifigure, Head Dual Sided, Dark Brown Eyebrows, Neutral / Laughing with Eyes Closed Pattern",Smirk,Happy,Light Nougat,Eyes closed,,1,,,,,,,,,,,,,
,3626cpb2481,"Minifigure, Head Dual Sided Child, Dark Tan Eyebrows, Dark Orange Freckles, Smile / Asleep Pattern",Smirk,Neutral,Light Nougat,Sleepy,,1,,,,,,,,,,,,,
,3626bpb0491,"Minifigure, Head Dual Sided HP Draco Smirking / Troubled Pattern",Smirk,Sad,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0491,"Minifigure, Head Dual Sided HP Draco Smirking / Troubled Pattern",Smirk,Sad,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1516,"Minifigure, Head Dual Sided Black Eye Mask with Eye Holes, Chin Dimple, Smile / Scared Pattern (Robin)",Smirk,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1380,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Smile / Scared with Clenched Teeth Pattern (Zach)",Smirk,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0492,"Minifigure, Head Dual Sided Dark Orange Eyebrows, Freckles, Smile / Scared Pattern (HP Ron)",Smirk,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb0492,"Minifigure, Head Dual Sided Dark Orange Eyebrows, Freckles, Smile / Scared Pattern (HP Ron)",Smirk,Scared,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1776,"Minifigure, Head Dual Sided Brown Eyebrows, Dark Tan Dimples, Crooked Smile / Crooked Frown, Worried Pattern",Smirk,Surprised,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2660,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Lopsided Happy with Raised Left Eyebrow / Scared Pattern",Smirk,Surprised,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1794,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Open Mouth Smile / Raised Eyebrows, Open Mouth with Red Tongue Apprehensive Pattern",Smirk,Surprised,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb1861,"Minifigure, Head Black Eyebrows, Left Raised, Lopsided Happy, Dark Orange Cleft Chin Pattern",Smirk,,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0655,"Minifigure, Head Brown Eyebrows, White Pupils, Chin Dimple, Lopsided Happy Pattern",Smirk,,Light Nougat,,,1,,,,,,,,,,,,,
,3626bpb0068,"Minifigure, Head Male Eyes Blue with Raised Eyebrow and Smirk Pattern (Sokka)",Smirk,,Light Nougat,,,1,,,,,,,,,,,,,
,3626cpb2187,"Minifigure, Head Dark Brown Eyebrows, Small Lopsided Happy Pattern",Smirk,,Light Nougat,,, ,1,,,,,,,,,,,,
,3626cpb2558,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Lopsided Happy / Reddish Brown Chin Strap Pattern",Smirk,Angry,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb2418,"Minifigure, Head Dual Sided Green Bat-Shaped Domino Mask with White Eyes, Happy / Fierce Pattern",Smirk,Angry,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0794,"Minifigure, Head Dual Sided Dark Orange Eyebrows, Chin Dimple Determined / Breathing Apparatus Pattern (SW Obi-Wan)",Smirk,Annoyed,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1732,"Minifigure, Head Dual Sided Dark Purple Eye Mask Pointed, Crooked Mouth Happy / Frown Pattern (Riddler)",Smirk,Annoyed,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb2170,"Minifigure, Head Dual Sided Reddish Brown Eyebrows (Quirrell) / Crooked Tan Face with Dark Orange Contours (Voldemort) Pattern",Smirk,Evil,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0395,"Minifigure, Head Dual Sided Brown Eyebrows, Black Chin Strap, Smile / Worried Pattern",Smirk,Neutral,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb2620,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Smirk / Worried Showing Teeth Pattern",Smirk,Smirk,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1557,"Minifigure, Head Male Black Eye Mask with Eye Holes and Thin Smile Pattern (Mr. Incredible)",Smirk,,Light Nougat,,,,1,,,,,,,,,,,,
,3626bpb0075,"Minifigure, Head Male Brown Thick Eyebrows, Blue Eyes, Scar and Lines Pattern (SW Clone Wars Anakin)",Smirk,,Light Nougat,,,,1,,,,,,,,,,,,
,3626cpb1321,"Minifigure, Head Dual Sided Beard Stubble, Black Eyebrows, Smirk / Angry Bared Teeth Pattern (Quicksilver)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2655,"Minifigure, Head Dual Sided Black and Dark Blue Domino Mask, White Eye Slits, Smile / Fierce Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1428,"Minifigure, Head Dual Sided Black Eyebrows, Black Stubble, White Pupils Smiling / Open Mouth Scowling Pattern (SW Poe Dameron)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2444,"Minifigure, Head Dual Sided Black Eyebrows, Dark Bluish Gray Goatee, Smile / Angry Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2515,"Minifigure, Head Dual Sided Black Eyebrows, Med. Nougat Cheek Lines, Happy / Firm with Red Eyes Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1215,"Minifigure, Head Dual Sided Black Thin Eyebrows, Cheek Lines, Chin Dimple / Bared Teeth with Red Eyes Pattern (Superboy)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1540,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Crooked Smile / Open Mouth Grimace Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1939,"Minifigure, Head Dual Sided Dark Orange Eyebrows and Beard, Neutral / Angry with Lightning Eyes Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2182,"Minifigure, Head Dual Sided Dark Orange Eyebrows, Age Lines, Lopsided Smirk / Scowl Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0937,"Minifigure, Head Dual Sided LotR Gandalf Thick Gray Eyebrows, Smile / Angry Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2349,"Minifigure, Head Dual Sided Med. Nougat Sideburns, Moustache, and Stubble, Smile / Scared Pattern (Owen Grady)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1456,"Minifigure, Head Dual Sided Orange Eyebrows, White Pupils, Smirk / Gold Eyes, Open Mouth with Teeth Pattern (Lightning Lad)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1694,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Cheek Lines, Open Mouth, Smile / Scowl Pattern (Newt)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0956,"Minifigure, Head Dual Sided Scars and Gold Tooth, Crooked Smile, Clean Shaven / Angry, Beard and Stubble Pattern (Butch Cavendish)",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2826,"Minifigure, Head Dual Sided, Black Eyebrows, Dark Bluish Gray Stubble, Happy with Raised Eyebrow / Scowl with Bandage Pattern",Smirk,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1044,"Minifigure, Head Dual Sided Brown Eyebrows, Black Eyes with Pupils, Wrinkles, Smile / Determined Pattern (SW Han Solo)",Smirk,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1287,"Minifigure, Head Dual Sided Dark Tan Eyebrows and Large Sideburns, Determined / Sad Pattern (SW Agent Kallus)",Smirk,Annoyed,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0806,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines and Scars, Determined / Angry with Sunken Eyes Pattern (SW Anakin Sith)",Smirk,Evil,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2002,"Minifigure, Head Dual Sided Black Eyebrows, Dark Orange Cheek Lines, Smiling / Worried with Sweat Drops Pattern",Smirk,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1012,"Minifigure, Head Dual Sided Black Eyebrows, Light Blue Lightning Bolts Pattern / Light Blue Eyes, Worried Pattern (SW Jek-14)",Smirk,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1268,"Minifigure, Head Dual Sided Green Eye Mask with Eye Holes, Smirk / Frown Pattern",Smirk,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0939,"Minifigure, Head Dual Sided LotR Elrond Brown Eyebrows, Cheek Lines, Smile / Frown Pattern",Smirk,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1655,"Minifigure, Head Dual Sided SW Brown Eyebrows, Black Chin Strap, Smile / Frown Pattern",Smirk,Frown,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1782,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Smile / Smile with Teeth Pattern",Smirk,Happy,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2106,"Minifigure, Head Dual Sided Black Eyebrows, Sideburns, Open Mouth Smile / Mask with Red Eyes Pattern (Star Lord)",Smirk,Neutral,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1921,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Smirk / Breathing Mask Pattern (SW Han Solo)",Smirk,Neutral,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1343,"Minifigure, Head Dual Sided Bushy Eyebrows, Red Right Eye, Silver Eyepatch Left Eye / Silver Mask, Red Eye and Black Eye Pattern",Smirk,Neutral,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2183,"Minifigure, Head Dual Sided Black Eyebrows Thick, Smile / White Eyebrows and Moustache, Gray Right Eye Pattern",Smirk,Neutral,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1774,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Headset and Crooked Smile / Black Sunglasses with Reflections Pattern",Smirk,Neutral,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0418,"Minifigure, Head Dual Sided Beard Black, Bushy Eyebrows, Happy / Worried Pattern",Smirk,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2250,"Minifigure, Head Dual Sided Black Eyebrows and Anchor Beard, Smiling / Scared Expression Pattern",Smirk,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2416,"Minifigure, Head Dual Sided Dark Orange Eyebrows, Muttonchops and Horseshoe Moustache, Smile with Raised Eyebrow / Scared Pattern",Smirk,Scared,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0574,"Minifigure, Head Dual Sided PotC Will Long Brown Sideburns, Moustache and Goatee, Sneer / Smile Pattern",Smirk,Smile,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0574,"Minifigure, Head Dual Sided PotC Will Long Brown Sideburns, Moustache, Goatee, Sneer / Smile Pattern",Smirk,Smile,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2499,"Minifigure, Head Dual Sided Black Eyebrows, Lopsided Happy / Large Smile with Raised Right Eyebrow Pattern",Smirk,Smirk,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1698,"Minifigure, Head Dual Sided Black Eyebrows, Tan Cheek Lines, Winking with Happy with Teeth / Determined Pattern",Smirk,Smirk,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2003,"Minifigure, Head Dual Sided Dark Orange Brow and Cheek Lines, Light Blue Eye Shadow and Line Under Mouth, Smug / Smile Pattern",Smirk,Smirk,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1160,"Minifigure, Head Dual Sided Dark Tan Eyebrows, White Pupils, Cheek Lines, Smile / Scowling Pattern (SW Luke Skywalker)",Smirk,Smirk,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0077,"Minifigure, Head Beard Stubble, Arched Eyebrows, White Pupils and Scars Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0077,"Minifigure, Head Beard Stubble, Arched Eyebrows, White Pupils and Scars Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1849,"Minifigure, Head Black Eyebrows, Left Raised Eyebrow, Black Goatee, White Eyes with Black Pupils, Crooked Happy Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2707,"Minifigure, Head Black Eyebrows, Med. Nougat Cheek Lines, Lopsided Open Mouth Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1946,"Minifigure, Head Black Headband with Squinted Batman Eyes, Worried Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0955,"Minifigure, Head Black Sideburns and Crooked Smile Pattern (Jesus)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1713,"Minifigure, Head Black Thick Eyebrows, Brown Cheek Lines, Lopsided Open Mouth Happy Pattern",Smirk,,Light Nougat,,,,,1,wrinkles,,,,,,,,,,
,3626bpb0427,"Minifigure, Head Brown Eyebrows, Goatee and Moustache, White Mouth and White Pupils Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1612,"Minifigure, Head Dark Tan Eyebrows, Stubble, Chin Dimple, Cheek Lines, Happy Pattern (Marco Reus)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2689,"Minifigure, Head Dual Sided Awkward Happy, Sweat Droplet / Happy Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0965,"Minifigure, Head Glasses with Monocle, Raised Right Eyebrow, Wrinkles, Smile Pattern (Penguin)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2705,"Minifigure, Head Glasses with Monocle, Raised Right Eyebrow, Wrinkles, Smile Pattern (Penguin)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0201,"Minifigure, Head Glasses, Green and Silver, Brown Arched Eyebrows, Open Mouth Pattern (Dr. Octopus)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0297,"Minifigure, Head Male Angry Black Eyebrows, White Pupils, Smirk Pattern (SR Gray Ghost)",Smirk,,Light Nougat,,,,1,1,,,,,,,,,,,
,3626bpb0354,"Minifigure, Head Male Arched Eyebrows, White Pupils, Wide Happy with Dimples Pattern",Smirk,,Light Nougat,,,,1,1,,,,,,,,,,,
,3626cpb0941,"Minifigure, Head Male Black Eye Mask, Smirk Pattern (The Lone Ranger)",Smirk,,Light Nougat,,,,1,1,,,,,,,,,,,
,3626bpb0490,"Minifigure, Head Male Black Eyebrows and Happy Missing Tooth Pattern (HP Marcus Flint)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0490,"Minifigure, Head Male Black Eyebrows and Happy Missing Tooth Pattern (HP Marcus Flint)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0204,"Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0204,"Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0478,"Minifigure, Head Male Brown Eyebrows, Wrinkles, Wide Smile Pattern (HP Mr. Weasley)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0648,"Minifigure, Head Male Half Normal, Half Purple with Scar and No Pupil Pattern (Two-Face)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0648,"Minifigure, Head Male Half Normal, Half Purple with Scar and No Pupil Pattern (Two-Face)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0678,"Minifigure, Head Male Purple Eye Mask with Eye Holes and Evil Happy with Teeth Pattern (The Riddler)",Smirk,,Light Nougat,Masked,,,,1,,,,,,,,,,,
,3626cpb0678,"Minifigure, Head Male Purple Eye Mask with Eye Holes and Evil Happy with Teeth Pattern (The Riddler)",Smirk,,Light Nougat,Masked,,,,1,,,,,,,,,,,
,3626bpb0035,"Minifigure, Head Male Stern Eyebrows, White Pupils and Chin Dimple Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0035,"Minifigure, Head Male Stern Eyebrows, White Pupils and Chin Dimple Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0558,"Minifigure, Head PotC Hector Barbossa Ragged Brown Beard Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0558,"Minifigure, Head PotC Hector Barbossa Ragged Brown Beard Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2508,"Minifigure, Head Reddish Brown Low Eyebrows, Lopsided Happy, Dark Orange Cheek Lines Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1246,"Minifigure, Head Smile with Teeth, Arched Eyebrows, White Pupils and Scars Pattern (SW Boba Fett)",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2235,"Minifigure, Head Thick Black Eyebrows, Open Mouth with Buck Teeth Pattern",Smirk,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1738,"Minifigure, Head Male Black Eyebrows, White Pupils, Chin Dimple, Open Mouth Surprised / Scared Pattern",Surprised,,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1981,"Minifigure, Head Reddish Brown Eyebrows, Dark Orange Freckles, Singing Pattern",Surprised,,Light Nougat,,,1,1,,,,,,,,,,,,
,3626cpb2374,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Smile / Light Blue Lightning Bolts Pattern",Surprised,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb1938,"Minifigure, Head Dual Sided Dark Brown Eyebrows and Stubble, Dark Orange around Eyes, Scared / Sneer Pattern",Surprised,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb0566,"Minifigure, Head Dual Sided PotC Gibbs Gray Beard and Eyebrows, Crow's Feet, Angry / Scared Pattern",Surprised,Angry,Light Nougat,,,,,1,,,,,,,,,,,
,3626cpb2737,"Minifigure, Head White and Dark Bluish Gray Bushy Eyebrows and Beard, Wrinkles, Surprised Pattern",Surprised,,Light Nougat,,,,,1,,,,,,,,,,,
,3626bpb0212,"Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern",Neutral,,Med. Brown,,,,1,,,,,,,,,,,,
,3626cpb1421,"Minifigure, Head Dual Sided Black Moustache and Goatee, White Pupils, Neutral / Open Mouth Scowling Teeth Pattern (Tasu Leech)",Annoyed,Angry,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb1993,"Minifigure, Head Black Eyebrows, Dark Brown Cheek Lines, Firm Expression Pattern",Annoyed,,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb2136,"Minifigure, Head Black Eyebrows, Moustache, and Anchor Beard, Dark Orange Cheek Scar Pattern",Annoyed,,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb0961,"Minifigure, Head Dual Sided Wrinkles and Dark Red Face Paint, Mouth Closed / Mouth Open Scared Pattern",Frown,Scared,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb1922,"Minifigure, Head Dual Sided Glasses, Dark Bluish Gray Eyebrows and Moustache, Firm / Determined Pattern",Frown,Smile,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb0626,"Minifigure, Head Male Stern Black Eyebrows, White Pupils Pattern (SW Captain Panaka)",Frown,,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb2186,"Minifigure, Head Black Eyebrows, Reddish Brown Cheek Lines, Wide Happy Pattern",Happy,,Med. Nougat,,,,1,,,,,,,,,,,,
,3626cpb1462,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils with Open Mouth Smile / Worried Pattern (Raj Koothrappali)",Happy,Annoyed,Med. Nougat,,,,1,,,,,,,,,,,,
,3626cpb2027,"Minifigure, Head Dual Sided Thick Black Eyebrows, Reddish Brown Cheek Lines, Open Happy / Surprised Expression Pattern",Happy,Surprised,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb1445,"Minifigure, Head Dark Gray Eyebrows, Cheeks, Forehead and Chin Lines, Shadows Under Eyes Pattern (SW First Order Officer)",Neutral,,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb1715,"Minifigure, Head Glasses with Dark Gray Eyebrows and Moustache, Dark Brown Cheek Lines Pattern",Neutral,,Med. Nougat,,,,,1,,,,,,,,,,,
,3626cpb1423,"Minifigure, Head Large Eyepatch, Black Eyebrow, Moustache and Goatee, White Pupil Pattern",Neutral,,Med. Nougat,,,,,1,,,,,,,,,,,
