item_number,description,category
cty0798,"Cargo Center Worker - Female, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Dark Blue Legs, Reddish Brown Hair, Peach Lips",Town
cty0799,"Cargo Center Worker - Male, Orange Safety Vest, Reflective Stripes, Reddish Brown Shirt, Black Legs, Red Construction Helmet with Black Headphones, Goatee",Town
cty0801,"Cargo Office Worker - Orange Safety Vest with Reflective Stripes, Dark Tan Legs, Dark Orange Female Hair Short Swept Sideways, Glasses",Town
cty0421,"Cargo Worker - Overalls with Tools in Pocket Blue, Red Cap with Hole, Headphones",Town
cty0422,"Cargo Worker - Overalls with Tools in Pocket Blue, Red Cap with Hole, Headphones, Safety Goggles",Town
twn292,Carousel Ticket Vendor,Town
twn292a,Carousel Ticket Vendor with Back Print,Town
cty0731,"Catamaran Operator, Female",Town
cty0730,"Catamaran Operator, Male",Town
twn325,Cautious Rider,Town
twn177,Chauffeur,Town
twn177a,Chauffeur - Suit with Pockets,Town
twn324,Cheerful Rider,Town
chef007b,"Chef - Black Legs, Moustache (Reissue)",Town
chef007,"Chef - Black Legs, Moustache (Undetermined Type)",Town
chef007a,"Chef - Black Legs, Moustache (Vintage)",Town
chef025,"Chef - Black Legs, Moustache Curly Long, 'LEGO House Home of the Brick' Print on Back",Town
chef027,"Chef - Black Legs, Open Mouth Smile, 'LEGO HOUSE Home of the Brick' on Back",Town
chef026,"Chef - Black Legs, Open Mouth Smile, Hair in Bun, 'LEGO HOUSE Home of the Brick' on Back, Female",Town
chef002,"Chef - Black Legs, Standard Grin",Town
chef024,Chef - Fishmonger,Town
chef012,Chef - Ice Cream Vendor,Town
chef011,"Chef - Light Bluish Gray Legs, Moustache",Town
chef005,"Chef - Light Gray Legs, Moustache",Town
chef004,"Chef - Light Gray Legs, Standard Grin",Town
chef008,"Chef - Red Legs, Female",Town
chef006,"Chef - White Legs, Female",Town
chef001,"Chef - White Legs, Standard Grin",Town
chef003,"Chef - White Legs, Standard Grin, Black Top Hat",Town
chef015s,"Chef - White Torso with 4 Buttons and McDonald's Logo (Sticker), Red Legs, Red Cap",Town
chef018,"Chef - White Torso with 8 Buttons, Black Legs, Beard Around Mouth",Town
cty0502,"Chef - White Torso with 8 Buttons, Black Legs, Glasses",Town
cty0502a,"Chef - White Torso with 8 Buttons, Black Legs, Rounded Glasses, Brown Eyebrows",Town
chef014,"Chef - White Torso with 8 Buttons, Black Legs, Standard Grin",Town
twn192,"Chef - White Torso with 8 Buttons, Black Wrinkles, NO Back Print, White Legs, Standard Grin",Town
chef021,"Chef - White Torso with 8 Buttons, Dark Bluish Gray Legs, Gray Beard",Town
twn066,"Chef - White Torso with 8 Buttons, Dark Red Legs, Black Ponytail Hair",Town
chef022,"Chef - White Torso with 8 Buttons, Dark Tan Legs, Bushy Eyebrows",Town
chef016,"Chef - White Torso with 8 Buttons, Light Bluish Gray Legs",Town
twn120,"Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Gray Beard",Town
cty0671,"Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Lime Short Bill Cap (Fire Station Hot Dog Vendor)",Town
chef019a,"Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Reddish Brown Ponytail Hair, Black Eyebrows, Female",Town
chef019,"Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Reddish Brown Ponytail Hair, Brown Eyebrows, Female",Town
twn192a,"Chef - White Torso with 8 Buttons, Light Bluish Gray Wrinkles, WITH Back Print, White Legs, Standard Grin",Town
chef010,"Chef - White Torso with 8 Buttons, Light Gray Legs, Long Curly Moustache",Town
cty1247,"Chef - White Torso with 8 Buttons, No Wrinkles Front or Back, Green Legs, White Chef Toque",Town
twn192b,"Chef - White Torso with 8 Buttons, No Wrinkles Front or Back, with Back Print, White Legs, Standard Grin",Town
chef023,"Chef - White Torso with 8 Buttons, Red Legs and Red Cap with Hole (City Square Hot Dog Vendor)",Town
chef013,"Chef - White Torso with 8 Buttons, Red Legs, Blue Cap",Town
twn187,"Chef - White Torso with 8 Buttons, Red Legs, Dark Orange Short Tousled Hair",Town
chef017,"Chef - White Torso with 8 Buttons, White Legs (Undetermined Eyebrows)",Town
cty0532,"Chef - White Torso with 8 Buttons, White Legs, Angry Eyebrows",Town
chef017a,"Chef - White Torso with 8 Buttons, White Legs, Black Eyebrows",Town
chef020,"Chef - White Torso with 8 Buttons, White Legs, Female",Town
chef009,"Chef - White Torso with 8 Buttons, White Legs, Long Curly Moustache",Town
chef017b,"Chef - White Torso with 8 Buttons, White Legs, Reddish Brown Eyebrows",Town
twn310a,"Chef, Moustache, Dark Tan and Gray Sideburns, Stubble, No Wrinkles Front or Back",Town
twn310,"Chef, Moustache, Dark Tan and Gray Sideburns, Stubble, Wrinkles on Shirt",Town
twn233,"Child - Bright Pink Top with Butterflies and Flowers, Red Legs, Off-center Ponytail",Town
twn372,"Child Boy with White Hoodie with Blue Pockets, Dark Azure Short Legs, Red Short Bill Cap",Town
twn383,"Child Boy, Dark Azure Beanie, Lime Scarf, Banana Shirt, Dark Green Legs",Town
twn382,"Child Boy, Dark Red Jacket with Bright Light Blue Shirt, Blue Short Legs, Dark Brown Smooth Hair",Town
twn410,"Child Boy, Dark Red Jacket with Bright Light Blue Shirt, Dark Turquoise Short Legs, Black Short Coiled Hair",Town
cty1153,"Child Girl - Shirt with Unicorn, Medium Lavender Short Legs, Dark Brown Hair Short, Bob Cut",Town
twn362,Child Girl with Dark Azure Hoodie and Ponytail,Town
twn370,"Child Girl with Halter Top with Green Apples and Lime Spots, Green Short Legs",Town
twn356,"Child Girl with Long Medium Nougat Braid, Bright Pink Striped Cat Shirt and Medium Lavender Legs",Town
twn376,Child Girl with Medium Nougat Short Swept Sideways Hair and Red Short Legs,Town
twn376b,Child Girl with Medium Nougat Short Swept Sideways Hair and Red Short Legs,Town
twn376a,"Child Girl with Medium Nougat Short Swept Sideways Hair and Red Short Legs, Covered Back",Town
twn176,Child Star,Town
twn327,Child's Grandfather,Town
twn328,Child's Grandmother,Town
twn161,"Child, Girl, Orange Torso Halter Top with Medium Blue Trim and Flowers Pattern, Short Legs",Town
twn322,"Child, Halter Top with Green Apples and Lime Spots, Medium Blue Short Legs",Town
twn250,"Child, Red Jacket with Ribbon",Town
twn178,Cinema Worker,Town
cty1339,"Citrus the Clown, Yellow Hair",Town
cty0787,"City Bus Driver - Dark Blue Suit with Train Logo, Dark Tan Short Tousled Hair, Beard",Town
cty0782,"City Bus Passenger - Bright Light Blue Hoodie, Medium Lavender Short Legs, Dark Brown Hair Ponytail Long with Side Bangs, Freckles",Town
cty0785,"City Bus Passenger - Dark Azure Hoodie with Green Striped Shirt, Red Legs, Light Bluish Gray Sports Helmet",Town
cty0783,"City Bus Passenger - Female Jacket Open with Number '8' on Back, Sand Blue Legs, Medium Nougat Hair Ponytail, Peach Lips",Town
cty0815,"City Jungle Engineer - White Shirt with Suspenders and Dirt Stains, Dark Blue Legs, Dark Tan Cap with Hole, Goatee",Town
cty0802,"City Jungle Engineer - White Shirt with Suspenders and Dirt Stains, Dark Blue Legs, Dark Tan Cap with Hole, Smirk",Town
cty0803,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Orange Smooth Hair, Life Jacket Center Buckle, Moustache",Town
cty0821,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Orange Smooth Hair, Moustache",Town
cty0805,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Backpack, Lopsided Grin",Town
cty0793,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Brown Moustache and Goatee",Town
cty0790,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Cheek Scuff",Town
cty0795,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Crooked Smile and Scar",Town
cty0816,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Life Jacket Center Buckle, Big Smile",Town
cty0820,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Smirk and Stubble Beard",Town
cty0886,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Smirk and Stubble Beard with Backpack",Town
cty0792,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Stubble",Town
cty0823,"City Jungle Explorer - Dark Orange Jacket with Pouches, Dark Blue Legs, Dark Tan Cap with Hole, Sweat Drops",Town
cty0806,"City Jungle Explorer Female - Dark Orange Shirt with Green Strap, Dark Blue Legs, Black Bob Cut Hair, Peach Lips Lopsided Smile",Town
cty0822,"City Jungle Explorer Female - Dark Orange Shirt with Green Strap, Dark Blue Legs, Bright Light Yellow Ponytail and Swept Sideways Fringe",Town
cty0796,"City Jungle Explorer Female - Dark Orange Shirt with Green Strap, Dark Blue Legs, Dark Brown Hair Female Large High Bun",Town
cty0804,"City Jungle Explorer Female - Dark Orange Shirt with Green Strap, Dark Blue Legs, Dark Tan Cap with Hole, Black Eyebrows",Town
cty0808,"City Jungle Explorer Female - Dark Orange Shirt with Green Strap, Dark Blue Legs, Dark Tan Cap with Hole, Sunglasses",Town
cty0791,"City Jungle Explorer Female - Dark Orange Shirt with Green Strap, Dark Blue Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town
cty0794,"City Jungle Helicopter Pilot Female - Dark Orange Jumpsuit, Dark Orange Legs with Straps, White Helmet, Trans-Black Visor, Peach Lips",Town
cty0788,"City Jungle Scientist - White Lab Coat with Test Tubes, Dark Blue Legs, Black Ruffled Hair",Town
cty0789,"City Jungle Scientist - White Lab Coat with Test Tubes, Dark Blue Legs, Black Smooth Hair",Town
cty0814,"City Jungle Scientist Female - White Lab Coat with Sunglasses, Dark Blue Legs, Black Tousled Hair",Town
cty0786,"City Newsstand Visitor - Medium Nougat Argyle Sweater, Dark Red Legs, Light Bluish Gray Hair",Town
cty0784,"City Newsstand Worker - Female Outline Sweatshirt with Zipper, Light Bluish Gray Legs, Reddish Brown Hair with Bun, Glasses",Town
cty0678,"City Pilot Male, Red Fire Suit with Carabiner, Black Legs, Red Helmet, Silver Sunglasses",Town
cty1031,City Space Robot,Town
cty1066,"City Space Robot, Drone, Medium Azure Eyes",Town
cty1056,"City Space Robot, Round Tiles as Wheels, Medium Azure Eyes",Town
cty1071,"City Space Robot, Standing, Medium Azure Eyes",Town
cty1077,"City Space Robot, Treadwell, Medium Azure Eyes",Town
cty0580,"City Square Barista - Reddish Brown Apron with Cup, Reddish Brown Ponytail and Swept Sideways Fringe, Glasses and Smile",Town
cty0581,City Square Helicopter Pilot,Town
cty0573,City Square Pizza Delivery Man,Town
twn323,Classic Space Man,Town
twn224,"Classic Space Minifigure Floating Pattern, Blue Short Legs, Blue Short Bill Cap",Town
twn131,"Classic Space Minifigure Floating Pattern, Blue Short Legs, Lime Short Bill Cap (Undetermined Eyebrows)",Town
twn131a,"Classic Space Minifigure Floating Pattern, Blue Short Legs, Lime Short Bill Cap, Black Eyebrows",Town
twn131b,"Classic Space Minifigure Floating Pattern, Blue Short Legs, Lime Short Bill Cap, Reddish Brown Eyebrows",Town
twn264,"Classic Space Minifigure Floating Pattern, Dark Azure Short Legs, Dark Brown Short Tousled Hair",Town
twn113,"Classic Space Minifigure Floating Pattern, Dark Bluish Gray Legs, Sports Helmet",Town
cty0436,"Classic Space Minifigure Floating Pattern, Dark Tan Short Legs, Red Short Bill Cap",Town
twn166,"Classic Space Minifigure Floating Pattern, Light Bluish Gray Short Legs, Blue Short Bill Cap",Town
cty0577,"Classic Space Minifigure Floating Pattern, Light Bluish Gray Short Legs, Red Cap with Hole",Town
twn304,"Classic Space Minifigure Floating Pattern, Medium Azure Legs, Lime Short Bill Cap, Standard Grin",Town
twn208,"Classic Space Minifigure Floating Pattern, Short Dark Tan Legs, Blue Short Bill Cap",Town
twn079,"Classic Space Minifigure Floating Pattern, Tan Legs, Dark Brown Short Tousled Hair",Town
env003,"Coast Guard - White Classic Helmet, Torso Sticker with 4 Buttons and Badge, Air Tanks",Town
res006,"Coast Guard 1 - Red Legs, Blue Cap with Rescue Pattern, Sunglasses, Life Jacket",Town
res002,"Coast Guard 1 - Red Legs, Blue Cap, Sunglasses",Town
res005,"Coast Guard 1 - Red Legs, Blue Cap, Sunglasses, Life Jacket",Town
res004,"Coast Guard 1 - Red Legs, Blue Helmet, Trans-Light Blue Visor",Town
res001,"Coast Guard 1 - Yellow Legs, Blue Cap",Town
res007,"Coast Guard 2 - Red Legs, Air Tanks, White Fire Helmet",Town
res003,"Coast Guard 2 - Red Legs, Blue Cap, Moustache",Town
env002,"Coast Guard Captain  - White Hat, Torso Sticker with 4 Buttons and Badge",Town
cty0813,Coast Guard City - 4 x 4 Driver,Town
cty0075,Coast Guard City - ATV Driver,Town
cty0415,Coast Guard City - Captain,Town
cty0410,"Coast Guard City - Crew Member Female, Blue Cap with Hole, Headphones",Town
cty0418,"Coast Guard City - Crew Member Male, Blue Cap with Hole, Headphones",Town
cty0408,"Coast Guard City - Crew Member, Blue Cap",Town
cty0424,"Coast Guard City - Crew Member, Blue Cap with Hole",Town
cty0416,Coast Guard City - Dinghy Passenger Female,Town
cty0414,Coast Guard City - Dinghy Passenger Male,Town
cty0412,Coast Guard City - Diver,Town
cty0068,Coast Guard City - Diver 1,Town
cty0065,Coast Guard City - Diver 2,Town
cty0797,"Coast Guard City - Diver, Black Wetsuit with White Logo",Town
cty0809,"Coast Guard City - Female ATV Driver, Reddish Brown Female Hair over Shoulder",Town
cty0862,"Coast Guard City - Female Crew Member, Blue Cap with Life Jacket",Town
cty0812,Coast Guard City - Female Raft Pilot,Town
cty0826,Coast Guard City - Female Rescuer with Scuba Diver Mask,Town
cty0863,"Coast Guard City - Female Rescuer, Dark Brown Hair with Life Jacket",Town
cty0861,"Coast Guard City - Female Station Manager, Short Black Hair with Glasses",Town
cty0827,Coast Guard City - Female Watercraft Pilot with Dark Red Hair,Town
cty0071,Coast Guard City - Helicopter Pilot 1,Town
cty0072,Coast Guard City - Helicopter Pilot 2,Town
cty0828,Coast Guard City - Helicopter Pilot with Moustache,Town
cty0865,Coast Guard City - Helicopter Pilot with Sunglasses,Town
cty0411,"Coast Guard City - Helicopter Pilot, Harness",Town
cty0417,"Coast Guard City - Helicopter Pilot, Life Jacket",Town
cty0073a,Coast Guard City - Helicopter Rescue Swimmer,Town
cty0829,Coast Guard City - Kayak Passenger Harassed by Shark,Town
cty0074,Coast Guard City - Kayaker,Town
cty0243,"Coast Guard City - Kayaker, without Life Jacket",Town
cty0817,Coast Guard City - Lifeboat Passenger,Town
cty0810,"Coast Guard City - Lifeguard, Dark Red Cap with Smirk and Life Jacket",Town
cty0063,Coast Guard City - Motorcyclist,Town
cty0070,Coast Guard City - Patroller 1,Town
cty0077,Coast Guard City - Patroller 2,Town
cty0089,Coast Guard City - Patroller 3,Town
cty0429,Coast Guard City - Pilot,Town
cty0824,Coast Guard City - Rescue Boat Pilot,Town
cty0818,"Coast Guard City - Rescue, Life Jacket",Town
cty0474,"Coast Guard City - Rescuer, Cap",Town
cty0866,"Coast Guard City - Rescuer, Dark Red Cap with Big Smile and Life Jacket",Town
cty0406,"Coast Guard City - Rescuer, Helmet",Town
cty0409,"Coast Guard City - Rescuer, Orange Jacket",Town
cty0825,Coast Guard City - Sailboat Passenger,Town
cty0413,Coast Guard City - Sailor in Wetsuit,Town
cty0864,Coast Guard City - Ship Captain with White Hat and Life Jacket,Town
cty0109,Coast Guard City - Speedboat Driver,Town
cty0078,Coast Guard City - Speedboat Pilot,Town
cty0811,"Coast Guard City - Surfer in Black and Lime Wetsuit, Tan Wavy Hair",Town
cty0407,"Coast Guard City - Surfer in Wetsuit, Dark Orange Tousled Hair, Crooked Smile",Town
cty0860,"Coast Guard City - Tourist, Blue Tinted Glasses, Life Jacket, Green Legs",Town
res010,"Coast Guard City Center - Red Collar & Arms, Black Legs, Black Ponytail Hair",Town
res013,"Coast Guard City Center - Red Collar & Arms, Yellow Legs with Black Hips, Blue Cap, Life Jacket",Town
res008,"Coast Guard City Center - White Collar & Arms, Black Legs, Blue Cap, Sunglasses",Town
res011,"Coast Guard City Center - White Collar & Arms, Black Legs, White Helmet, Trans-Dark Blue Visor, Microphone",Town
res012a,"Coast Guard City Center - White Collar & Arms, Yellow Legs with Black Hips, White Helmet, Light Gray Scuba Tank, Sunglasses",Town
res012,"Coast Guard City Center - White Collar & Arms, Yellow Legs with Black Hips, White Helmet, Scuba Tank, Sunglasses",Town
res009,Coast Guard City Center Chief,Town
env001,"Coast Guard Pilot  - White Classic Helmet, Torso Sticker with 4 Buttons and Badge",Town
wc018a,"Coast Guard World City - Orange Jacket with Zipper, Orange Sunglasses, Dark Bluish Gray Helmet, Dark Bluish Gray Hands",Town
wc018,"Coast Guard World City - Orange Jacket with Zipper, Orange Sunglasses, Dark Bluish Gray Helmet, Dark Gray Hands",Town
wc019a,"Coast Guard World City - Orange Jacket with Zipper, Silver Sunglasses, Dark Bluish Gray Helmet, Dark Bluish Gray Hands",Town
wc019,"Coast Guard World City - Orange Jacket with Zipper, Silver Sunglasses, Dark Bluish Gray Helmet, Dark Gray Hands",Town
wc013,"Coast Guard World City - Orange Jacket with Zipper, Silver Sunglasses, Dark Gray Helmet",Town
wc017,"Coast Guard World City - Orange Torso with Straps, Dark Bluish Gray Helmet, Black Visor",Town
wc014,"Coast Guard World City, Orange Jacket with Zipper, Black Male Hair",Town
wc012,"Coast Guard World City, Orange Jacket with Zipper, Dark Blue Cap, Dark Blue Vest",Town
wc012s,"Coast Guard World City, Orange Jacket with Zipper, Dark Blue Cap, Dark Blue Vest with Straps and Coast Guard Logo Sticker",Town
twn319,"Coaster Operator, Female",Town
twn318,"Coaster Operator, Male",Town
twn423,Coffee Vendor,Town
CL001,"Color Line - White Torso (Sticker) with White Arms, Blue Legs, Red Cap",Town
twn340,Confectioner with Moustache,Town
cty0015,"Construction Foreman - Orange Jacket with Blue Shirt, Dark Blue Tie, Red Construction Helmet",Town
cty0529,"Construction Foreman - Shirt with Tie and Suspenders, Dark Brown Legs, Red Construction Helmet",Town
cty1402,"Construction Worker - Female, Blue Open Jacket with Pockets and Orange Stripes, Orange Legs, Red Construction Helmet with Dark Brown Hair",Town
cty1272,"Construction Worker - Female, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Blue Legs, Red Construction Helmet with Dark Brown Hair, Safety Glasses",Town
cty0700,"Construction Worker - Female, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Dark Blue Legs, Red Construction Helmet with Dark Brown Hair, Peach Lips",Town
cty0528,"Construction Worker - Female, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Orange Legs, Red Construction Helmet with Dark Brown Hair, Peach Lips",Town
cty0934,"Construction Worker - Female, Orange Safety Vest, Reflective Stripes, Reddish Brown Shirt and Legs, Red Construction Helmet with Dark Brown Hair, Safety Glasses",Town
